address,ip,port,protocol,anonymity,latency,ssl_supported,verified_exit,country_code,country_name,hosting,as_name,org,target_ok,target_latency
43.162.113.87:2080,43.162.113.87,2080,socks5,elite,0.037,True,False,US,United States,datacenter,"AS132203 Tencent Building, Kejizhongyi Avenue","Tencent Cloud Computing (Beijing) Co., Ltd",False,0.0
18.145.194.21:10800,18.145.194.21,10800,socks5,elite,0.042,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:58746,54.67.77.88,58746,socks5,elite,0.061,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.145.194.21:36267,18.145.194.21,36267,socks5,elite,0.066,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
44.200.234.67:52783,44.200.234.67,52783,socks5,elite,0.263,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:29269,44.200.234.67,29269,socks5,elite,0.263,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:57314,44.200.234.67,57314,socks5,elite,0.263,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.144.86.139:25565,18.144.86.139,25565,socks5,elite,0.084,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:23337,18.144.86.139,23337,socks5,elite,0.064,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.145.194.21:14547,18.145.194.21,14547,socks5,elite,0.064,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.145.194.21:16906,18.145.194.21,16906,socks5,elite,0.066,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:36221,18.144.86.139,36221,socks5,elite,0.06,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:2695,54.67.77.88,2695,socks5,elite,0.065,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:10516,54.67.77.88,10516,socks5,elite,0.064,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:59074,54.67.77.88,59074,socks5,elite,0.07,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:26942,18.144.86.139,26942,socks5,elite,0.065,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:5137,18.144.86.139,5137,socks5,elite,0.071,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:1090,54.67.77.88,1090,socks5,elite,0.064,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:18001,54.67.77.88,18001,socks5,elite,0.066,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.77.88:56935,54.67.77.88,56935,socks5,elite,0.065,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.110.244:29259,54.67.110.244,29259,socks5,elite,0.06,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.110.244:9145,54.67.110.244,9145,socks5,elite,0.063,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.67.110.244:8001,54.67.110.244,8001,socks5,elite,0.064,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:27211,18.144.86.139,27211,socks5,elite,0.064,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:18033,18.144.86.139,18033,socks5,elite,0.064,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:27724,18.144.86.139,27724,socks5,elite,0.07,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
18.144.86.139:12767,18.144.86.139,12767,socks5,elite,0.086,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.215.41.74:10048,54.215.41.74,10048,socks5,elite,0.079,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.215.41.74:6060,54.215.41.74,6060,socks5,elite,0.079,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.215.41.74:6521,54.215.41.74,6521,socks5,elite,0.073,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
54.215.41.74:19507,54.215.41.74,19507,socks5,elite,0.087,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-1),False,0.0
5.78.108.236:5555,5.78.108.236,5555,socks5,elite,0.095,True,False,US,United States,datacenter,AS212317 Hetzner Online GmbH,Hetzner Online GmbH,False,0.0
206.206.103.117:8888,206.206.103.117,8888,http,elite,0.078,False,False,US,United States,datacenter,AS197959 VIRTUA SYSTEMS SAS,Virtuasys LLC,False,0.0
44.200.234.67:8382,44.200.234.67,8382,socks5,elite,0.183,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
54.186.207.218:8226,54.186.207.218,8226,socks5,elite,0.116,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
16.147.49.157:1336,16.147.49.157,1336,socks5,elite,0.126,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
16.147.49.157:8689,16.147.49.157,8689,socks5,elite,0.125,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.200.234.67:17046,44.200.234.67,17046,socks5,elite,0.185,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
16.144.244.194:8088,16.144.244.194,8088,socks5,elite,0.132,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
54.188.236.206:57874,54.188.236.206,57874,socks5,elite,0.132,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
52.42.110.59:1080,52.42.110.59,1080,socks5,elite,0.13,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
54.186.207.218:8689,54.186.207.218,8689,socks5,elite,0.132,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
52.42.110.59:3128,52.42.110.59,3128,socks5,elite,0.134,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
16.147.49.157:3629,16.147.49.157,3629,socks5,elite,0.132,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:6789,34.220.80.147,6789,socks5,elite,0.126,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:51064,34.220.80.147,51064,socks5,elite,0.126,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
54.186.207.218:8000,54.186.207.218,8000,socks5,elite,0.145,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
54.188.236.206:17155,54.188.236.206,17155,socks5,elite,0.133,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
193.25.215.182:22222,193.25.215.182,22222,socks5,elite,0.297,True,False,US,United States,residential,"AS397966 ReadyDedis, LLC",Readydedis,False,0.0
54.186.207.218:46123,54.186.207.218,46123,socks5,elite,0.146,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:9324,34.220.80.147,9324,socks5,elite,0.132,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
54.186.207.218:3629,54.186.207.218,3629,socks5,elite,0.163,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.200.234.67:8097,44.200.234.67,8097,socks5,elite,0.247,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
54.186.207.218:24960,54.186.207.218,24960,socks5,elite,0.161,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.200.234.67:9213,44.200.234.67,9213,socks5,elite,0.246,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:4750,44.200.234.67,4750,socks5,elite,0.248,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:8888,44.200.234.67,8888,socks5,elite,0.247,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:12110,44.200.234.67,12110,socks5,elite,0.246,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:10427,44.200.234.67,10427,socks5,elite,0.246,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.247.106.98:8213,44.247.106.98,8213,socks5,elite,0.133,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:53440,34.220.80.147,53440,socks5,elite,0.163,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:29590,34.220.80.147,29590,socks5,elite,0.162,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.200.234.67:15436,44.200.234.67,15436,socks5,elite,0.263,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.200.234.67:49352,44.200.234.67,49352,socks5,elite,0.261,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
44.247.106.98:20920,44.247.106.98,20920,socks5,elite,0.144,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
34.220.80.147:13423,34.220.80.147,13423,socks5,elite,0.16,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.247.106.98:4084,44.247.106.98,4084,socks5,elite,0.146,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
44.247.106.98:17981,44.247.106.98,17981,socks5,elite,0.159,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-west-2),False,0.0
78.14.19.3:35355,78.14.19.3,35355,socks5,elite,0.165,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.129.100:58513,78.12.129.100,58513,socks5,elite,0.177,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:15713,78.12.136.220,15713,socks5,elite,0.175,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:14803,78.12.136.220,14803,socks5,elite,0.178,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.129.100:11368,78.12.129.100,11368,socks5,elite,0.176,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.129.100:7174,78.12.129.100,7174,socks5,elite,0.177,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
100.61.113.24:8011,100.61.113.24,8011,socks5,elite,0.183,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.224.98.75:1256,34.224.98.75,1256,socks5,elite,0.18,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
100.61.113.24:41395,100.61.113.24,41395,socks5,elite,0.182,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.12.25.241:1111,78.12.25.241,1111,socks5,elite,0.178,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
100.61.113.24:8630,100.61.113.24,8630,socks5,elite,0.183,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.224.98.75:11223,34.224.98.75,11223,socks5,elite,0.181,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.229.190.39:53548,34.229.190.39,53548,socks5,elite,0.18,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
100.61.113.24:31818,100.61.113.24,31818,socks5,elite,0.183,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.12.25.241:1256,78.12.25.241,1256,socks5,elite,0.177,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.25.241:37883,78.12.25.241,37883,socks5,elite,0.174,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
52.90.128.236:1083,52.90.128.236,1083,socks5,elite,0.181,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
52.90.128.236:43117,52.90.128.236,43117,socks5,elite,0.181,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.12.25.241:38080,78.12.25.241,38080,socks5,elite,0.179,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:7080,78.12.136.220,7080,socks5,elite,0.169,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.14.19.3:51114,78.14.19.3,51114,socks5,elite,0.24,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
100.61.113.24:6701,100.61.113.24,6701,socks5,elite,0.184,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.13.162.235:34735,78.13.162.235,34735,socks5,elite,0.222,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.13.162.235:1084,78.13.162.235,1084,socks5,elite,0.235,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.25.241:34373,78.12.25.241,34373,socks5,elite,0.224,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
100.61.113.24:11432,100.61.113.24,11432,socks5,elite,0.185,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.12.252.87:18880,78.12.252.87,18880,socks5,elite,0.233,True,True,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.14.19.3:8689,78.14.19.3,8689,socks5,elite,0.24,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:57504,78.12.136.220,57504,socks5,elite,0.239,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.13.162.235:46673,78.13.162.235,46673,socks5,elite,0.248,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
100.61.113.24:31610,100.61.113.24,31610,socks5,elite,0.243,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.229.190.39:22691,34.229.190.39,22691,socks5,elite,0.24,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.13.162.235:2059,78.13.162.235,2059,socks5,elite,0.239,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:49779,78.12.136.220,49779,socks5,elite,0.237,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
52.90.128.236:34760,52.90.128.236,34760,socks5,elite,0.238,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.229.190.39:30754,34.229.190.39,30754,socks5,elite,0.243,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.13.162.235:13997,78.13.162.235,13997,socks5,elite,0.247,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.14.19.3:34311,78.14.19.3,34311,socks5,elite,0.25,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.12.136.220:7890,78.12.136.220,7890,socks5,elite,0.253,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
34.229.190.39:29438,34.229.190.39,29438,socks5,elite,0.241,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
78.14.19.3:3714,78.14.19.3,3714,socks5,elite,0.247,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.13.162.235:59956,78.13.162.235,59956,socks5,elite,0.247,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
78.14.15.193:31383,78.14.15.193,31383,socks5,elite,0.254,True,False,MX,Mexico,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (mx-central-1),False,0.0
18.208.158.27:39766,18.208.158.27,39766,socks5,elite,0.237,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:8067,3.231.160.150,8067,socks5,elite,0.238,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.207.239.230:9098,34.207.239.230,9098,socks5,elite,0.237,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.92.47.79:3701,3.92.47.79,3701,socks5,elite,0.238,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.208.158.27:38739,18.208.158.27,38739,socks5,elite,0.24,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.208.158.27:8013,18.208.158.27,8013,socks5,elite,0.238,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
54.196.39.29:36431,54.196.39.29,36431,socks5,elite,0.253,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.80.77.202:12415,3.80.77.202,12415,socks5,elite,0.237,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:55202,3.231.160.150,55202,socks5,elite,0.256,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.92.47.79:21127,3.92.47.79,21127,socks5,elite,0.254,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:2565,3.231.160.150,2565,socks5,elite,0.257,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.96.59.229:16799,3.96.59.229,16799,socks5,elite,0.292,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:9013,3.96.59.229,9013,socks5,elite,0.292,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:53281,3.96.59.229,53281,socks5,elite,0.294,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.95.63.11:23382,3.95.63.11,23382,socks5,elite,0.249,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.92.47.79:8142,3.92.47.79,8142,socks5,elite,0.259,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.208.158.27:53209,18.208.158.27,53209,socks5,elite,0.252,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
54.196.39.29:16298,54.196.39.29,16298,socks5,elite,0.265,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.96.59.229:28455,3.96.59.229,28455,socks5,elite,0.296,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:56314,3.96.59.229,56314,socks5,elite,0.291,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:35078,3.96.59.229,35078,socks5,elite,0.289,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:50385,3.96.59.229,50385,socks5,elite,0.295,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:8254,3.96.59.229,8254,socks5,elite,0.294,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
3.96.59.229:57959,3.96.59.229,57959,socks5,elite,0.293,True,False,CA,Canada,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (ca-central-1),False,0.0
34.207.239.230:56974,34.207.239.230,56974,socks5,elite,0.266,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.208.158.27:17515,18.208.158.27,17515,socks5,elite,0.254,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.92.47.79:1169,3.92.47.79,1169,socks5,elite,0.258,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:53454,3.231.160.150,53454,socks5,elite,0.268,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.92.47.79:58948,3.92.47.79,58948,socks5,elite,0.258,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:17032,3.231.160.150,17032,socks5,elite,0.268,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.188.53.175:1972,18.188.53.175,1972,socks5,elite,0.269,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
18.222.132.180:46669,18.222.132.180,46669,socks5,elite,0.258,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
34.207.239.230:19668,34.207.239.230,19668,socks5,elite,0.265,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.207.239.230:8104,34.207.239.230,8104,socks5,elite,0.267,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
54.196.39.29:7080,54.196.39.29,7080,socks5,elite,0.257,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.191.250.90:8084,18.191.250.90,8084,socks5,elite,0.261,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
52.207.237.127:11368,52.207.237.127,11368,socks5,elite,0.265,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
52.207.237.127:44111,52.207.237.127,44111,socks5,elite,0.26,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:26504,3.231.160.150,26504,socks5,elite,0.26,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.207.239.230:51929,34.207.239.230,51929,socks5,elite,0.267,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:2559,3.231.160.150,2559,socks5,elite,0.26,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
3.231.160.150:48713,3.231.160.150,48713,socks5,elite,0.271,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.222.132.180:21699,18.222.132.180,21699,socks5,elite,0.263,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
98.94.14.234:57124,98.94.14.234,57124,socks5,elite,0.257,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
18.191.250.90:12481,18.191.250.90,12481,socks5,elite,0.267,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
18.188.53.175:35764,18.188.53.175,35764,socks5,elite,0.274,True,False,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
18.222.132.180:20689,18.222.132.180,20689,socks5,elite,0.271,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
18.222.132.180:43486,18.222.132.180,43486,socks5,elite,0.271,True,True,US,United States,datacenter,"AS16509 Amazon.com, Inc.",AWS EC2 (us-east-2),False,0.0
3.95.63.11:21875,3.95.63.11,21875,socks5,elite,0.255,True,True,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.207.102.197:35509,34.207.102.197,35509,socks5,elite,0.272,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
34.207.102.197:20845,34.207.102.197,20845,socks5,elite,0.269,True,False,US,United States,datacenter,"AS14618 Amazon.com, Inc.",AWS EC2 (us-east-1),False,0.0
